"truncated_date","total_price"
"2019-02-25 00:00:00","12.60"
"2019-08-06 00:00:00","12.53"
"2019-02-22 00:00:00","12.48"
"2019-04-18 00:00:00","12.48"
"2019-03-11 00:00:00","12.25"
"2019-08-30 00:00:00","12.25"
"2019-06-07 00:00:00","12.25"
"2019-07-11 00:00:00","12.00"
"2019-04-19 00:00:00","12.00"
"2019-07-19 00:00:00","12.00"
"2019-05-13 00:00:00","12.00"
"2019-03-11 00:00:00","12.00"
"2019-09-01 00:00:00","11.98"
"2019-07-20 00:00:00","11.97"
"2019-02-16 00:00:00","11.90"
"2019-10-08 00:00:00","11.80"
"2019-09-10 00:00:00","11.76"
"2019-08-01 00:00:00","11.70"
"2019-08-07 00:00:00","11.64"
"2019-05-15 00:00:00","11.52"
"2019-05-09 00:00:00","11.25"
"2019-08-15 00:00:00","11.00"
"2019-01-31 00:00:00","10.90"
"2019-11-20 00:00:00","10.80"
"2019-11-06 00:00:00","10.80"
"2019-12-17 00:00:00","10.80"
"2019-01-01 00:00:00","10.80"
"2019-06-01 00:00:00","10.80"
"2019-07-01 00:00:00","10.75"
"2019-07-14 00:00:00","10.50"
"2019-07-20 00:00:00","10.50"
"2019-04-11 00:00:00","10.50"
"2019-01-04 00:00:00","10.32"
"2019-07-06 00:00:00","10.32"
"2019-10-20 00:00:00","10.20"
"2019-02-09 00:00:00","10.20"
"2019-09-21 00:00:00","10.08"
"2019-07-31 00:00:00","10.00"
"2019-01-19 00:00:00","9.90"
"2019-08-29 00:00:00","9.90"
"2019-09-16 00:00:00","9.75"
"2019-02-09 00:00:00","9.60"
"2019-09-26 00:00:00","9.60"
"2019-03-03 00:00:00","9.60"
"2019-11-05 00:00:00","9.60"
"2019-12-01 00:00:00","9.60"
"2019-06-15 00:00:00","9.60"
"2019-08-25 00:00:00","9.60"
"2019-11-03 00:00:00","9.60"
"2019-01-04 00:00:00","9.60"
"2019-08-09 00:00:00","9.50"
"2019-07-24 00:00:00","9.00"
"2019-09-06 00:00:00","9.00"
"2019-05-16 00:00:00","9.00"
"2019-02-16 00:00:00","9.00"
"2019-05-30 00:00:00","8.75"
"2019-03-30 00:00:00","8.75"
"2019-09-24 00:00:00","8.75"
"2019-12-15 00:00:00","8.60"
"2019-06-17 00:00:00","8.55"
"2019-03-03 00:00:00","8.55"
"2019-03-06 00:00:00","8.50"
"2019-06-11 00:00:00","8.45"
"2019-07-07 00:00:00","8.40"
"2019-02-16 00:00:00","8.40"
"2019-11-07 00:00:00","8.40"
"2019-07-10 00:00:00","8.40"
"2019-05-16 00:00:00","8.40"
"2019-04-22 00:00:00","8.40"
"2019-04-20 00:00:00","8.30"
"2019-12-26 00:00:00","8.25"
"2019-04-14 00:00:00","8.05"
"2019-03-26 00:00:00","8.00"
"2019-07-14 00:00:00","8.00"
"2019-09-18 00:00:00","7.92"
"2019-01-07 00:00:00","7.80"
"2019-09-08 00:00:00","7.80"
"2019-06-29 00:00:00","7.50"
"2019-05-16 00:00:00","7.44"
"2019-04-29 00:00:00","7.44"
"2019-04-23 00:00:00","7.30"
"2019-01-20 00:00:00","7.20"
"2019-01-06 00:00:00","7.20"
"2019-04-13 00:00:00","7.20"
"2019-05-29 00:00:00","7.20"
"2019-11-22 00:00:00","7.20"
"2019-02-06 00:00:00","7.20"
"2019-08-28 00:00:00","7.20"
"2019-03-14 00:00:00","7.20"
"2019-08-09 00:00:00","7.20"
"2019-04-26 00:00:00","7.20"
"2019-12-26 00:00:00","7.20"
"2019-03-21 00:00:00","7.00"
"2019-09-24 00:00:00","6.98"
"2019-10-21 00:00:00","6.95"
"2019-07-14 00:00:00","6.90"
"2019-01-15 00:00:00","6.50"
"2019-03-24 00:00:00","6.50"
"2019-04-04 00:00:00","6.50"
"2019-11-18 00:00:00","6.45"
"2019-11-04 00:00:00","6.35"
"2019-09-07 00:00:00","6.30"
"2019-12-15 00:00:00","6.30"
"2019-12-02 00:00:00","6.24"
"2019-01-13 00:00:00","6.00"
"2019-04-05 00:00:00","6.00"
"2019-03-01 00:00:00","6.00"
"2019-10-09 00:00:00","6.00"
"2019-01-16 00:00:00","6.00"
"2019-07-22 00:00:00","6.00"
"2019-01-04 00:00:00","6.00"
"2019-11-21 00:00:00","6.00"
"2019-07-21 00:00:00","6.00"
"2019-10-20 00:00:00","6.00"
"2019-04-22 00:00:00","6.00"
"2019-11-14 00:00:00","6.00"
"2019-11-09 00:00:00","5.98"
"2019-08-21 00:00:00","5.94"
"2019-12-12 00:00:00","5.90"
"2019-04-16 00:00:00","5.90"
"2019-12-03 00:00:00","5.90"
"2019-04-26 00:00:00","5.80"
"2019-08-18 00:00:00","5.76"
"2019-02-27 00:00:00","5.70"
"2019-12-06 00:00:00","5.60"
"2019-07-29 00:00:00","5.52"
"2019-03-27 00:00:00","5.52"
"2019-12-17 00:00:00","5.50"
"2019-05-18 00:00:00","5.40"
"2019-05-17 00:00:00","5.34"
"2019-07-16 00:00:00","5.20"
"2019-10-30 00:00:00","5.20"
"2019-10-27 00:00:00","5.00"
"2019-07-28 00:00:00","5.00"
"2019-10-20 00:00:00","5.00"
"2019-09-19 00:00:00","5.00"
"2019-11-01 00:00:00","5.00"
"2019-03-04 00:00:00","5.00"
