"item_code","item_name","brand","category1","category2","total_amount","total_sale","first_sale_date","last_sale_date","min_price","max_price","avg_price"
24552,"PENTI 20 DEN DIZALTI 44 KES.KALP","PENTI","EV","TEKSTIL-GIYIM-AKSESUAR","3","8676.00","2019-03-31 09:59:22","2019-12-12 12:38:35","2892.00","2892.00","2892.00"
27563,"TOTAL SINO 13 TUSLU MELODIKA","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","1","6.50","2019-04-04 08:00:17","2019-04-04 08:00:17","6.50","6.50","6.50"
20475,"PENTI STELLA TAYT 49","PENTI","EV","TEKSTIL-GIYIM-AKSESUAR","10","96.00","2019-09-17 18:05:56","2019-09-17 18:05:56","9.60","9.60","9.60"
7018,"AVEC AV216 BLGSYR HOPARLOR","AVEC","EV","ELEKTRIK-ELEKTRONIK","6","74.88","2019-08-06 08:04:47","2019-08-06 08:04:47","12.48","12.48","12.48"
9227,"KIRTA.BJK 120 YP CİZGİLİ DEF","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","10","59.50","2019-04-27 08:35:00","2019-04-27 08:35:00","5.95","5.95","5.95"
19853,"HERO BABY 5991-04 200 GR *12*","HERO","BEBEK","HAZIR YEMEK-MAMA","10","114.50","2019-12-17 21:58:17","2019-12-17 21:58:17","11.45","11.45","11.45"
23351,"DERBY TRAS KOP.200+100 ML LAVANTA","DERBY","KOZMETIK","YUZ BAKIM","3","14.40","2019-01-20 18:05:56","2019-01-20 18:05:56","4.80","4.80","4.80"
8658,"GEZER 9768.00 AIR BLOW ZENNE*12*","GEZER","EV","TEKSTIL-GIYIM-AKSESUAR","1","17.99","2019-08-02 10:55:50","2019-08-02 10:55:50","17.99","17.99","17.99"
17555,"OYUNCAK KUMANDALI CILGIN ARABA","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","5","338.00","2019-07-22 12:06:58","2019-07-22 12:06:58","67.60","67.60","67.60"
5426,"PASTEL NUDE OJE 764 (MIST)","PASTEL","KOZMETIK","MAKYAJ","1","5.60","2019-12-06 16:43:00","2019-12-06 16:43:00","5.60","5.60","5.60"
11742,"GOLBASI ELMA STAR","ELMA","MEYVE","GOLBASI MANAV","7","1322244.00","2019-04-11 17:10:49","2019-04-11 17:10:49","188892.00","188892.00","188892.00"
13331,"FABER VERSATIL POLY MATIC 0.5","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","5","57.50","2019-07-01 08:22:46","2019-07-01 08:22:46","11.50","11.50","11.50"
22641,"SEVIMLI SESLI MINI YASTIK PEL. 34 CM","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","4","179.00","2019-07-16 19:14:16","2019-07-16 19:14:16","44.75","44.75","44.75"
20893,"SIRMA SODA 200 ML KARPUZ&CILEK *24*","SIRMA","SOGUK ICECEKLER","GAZLI ICECEK","6","5.34","2019-05-17 11:34:39","2019-05-17 11:34:39","0.89","0.89","0.89"
26814,"ULKER ONEO 2161-08 CILEK FLI.SAK.21 GR 8X20","ULKER","SEKERLEME","SAKIZ-SEKERLEME","4","3.80","2019-04-01 21:41:26","2019-04-01 21:41:26","0.95","0.95","0.95"
26062,"ALPARSLAN / PANAMA","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","9","56268.00","2019-10-30 18:27:52","2019-10-30 18:27:52","6252.00","6252.00","6252.00"
23297,"POSETTE ASKERLER","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","8","31.20","2019-05-31 14:21:25","2019-12-25 09:21:56","3.90","3.90","3.90"
15546,"CITIZEN CT 600J HESAP MAKINASI","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","10","12.00","2019-05-13 08:55:15","2019-05-13 08:55:15","1.20","1.20","1.20"
7455,"PREMIER BLENDIR","PREMIER","EV","ELEKTRIK-ELEKTRONIK","13","350532.00","2019-03-04 18:16:26","2019-07-05 08:35:00","26964.00","26964.00","26964.00"
4626,"DALIN KONST. YUMS.1.200 ML BAH.NINNISI*9*","DALIN","DETERJAN","CAMASIR YIKAMA","9","197.10","2019-06-29 19:14:16","2019-06-29 19:14:16","21.90","21.90","21.90"
17479,"DEO JAGLER ROLL-ON STROM 50 ML","JAGLER","KOZMETIK","PARFUM-DEODORANT","8","70.00","2019-06-02 08:27:11","2019-06-02 08:27:11","8.75","8.75","8.75"
11688,"NIVEA LIP HYDRO CARE","NIVEA","KOZMETIK","KISISEL BAKIM","10","119.00","2019-08-05 08:49:47","2019-08-05 08:49:47","11.90","11.90","11.90"
14113,"TUTKU BAYAN KILOT BEYAZ NAK.XXL","TUTKU","EV","TEKSTIL-GIYIM-AKSESUAR","2","4896.00","2019-06-22 16:34:26","2019-06-22 16:34:26","2448.00","2448.00","2448.00"
26524,"KABLOLU IS MAKINALARI","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","4","52.00","2019-02-08 12:23:39","2019-02-08 12:23:39","13.00","13.00","13.00"
22295,"PINAR YOGURT 600 GR LIGHT","PINAR","KAHVALTILIK","SUT-YOGURT-PEYNIR","8","52.00","2019-10-17 08:30:14","2019-10-17 08:30:14","6.50","6.50","6.50"
21244,"PINAR HINDI FILETO 120 GR *16*","PINAR","GIDA","HAZIR YEMEK-KONSERVE-SALCA","7","56.70","2019-04-28 14:29:01","2019-04-28 14:29:01","8.10","8.10","8.10"
12706,"OHTO PRİVE KALEM","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","10","35.00","2019-08-22 13:13:49","2019-08-22 13:13:49","3.50","3.50","3.50"
6473,"DANONE P.DANINO 33X6 GR ORMAN MEYV.","DANONE","SUT","DONDURMA-SUTLU TATLI","8","24.00","2019-05-16 08:40:33","2019-05-16 08:40:33","3.00","3.00","3.00"
8019,"KITAP SUC VE CEZA /PANAMA","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","7","48.30","2019-03-21 08:12:37","2019-03-21 08:12:37","6.90","6.90","6.90"
8408,"F 021 FLORA SAMPIYON OTO FIRCASI","FLORA","EV","KISISEL ILGI-EGLENCE","7","73.50","2019-01-21 20:50:12","2019-01-21 20:50:12","10.50","10.50","10.50"
5597,"ALGIDA C.DOR DON.PAS.1.LT CIK.FIST.","ALGIDA","SUT","DONDURMA-SUTLU TATLI","9","134.91","2019-05-25 08:30:15","2019-05-25 08:30:15","14.99","14.99","14.99"
24844,"YUMOS 1440 ML EXT. AURA *9*","YUMOS","DETERJAN","CAMASIR YIKAMA","1","19.90","2019-08-17 08:06:42","2019-08-17 08:06:42","19.90","19.90","19.90"
23334,"TOMBUL DOZER","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","10","130.00","2019-09-30 08:43:49","2019-09-30 08:43:49","13.00","13.00","13.00"
8508,"KOKULU BEBEK","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","6","22.80","2019-12-25 16:34:26","2019-12-25 16:34:26","3.80","3.80","3.80"
6393,"SIGARA CAMEL EST.1913 BLACK*10*","CAMEL","SIGARALAR","SIGARALAR","3","45.00","2019-03-22 12:04:24","2019-03-22 12:04:24","15.00","15.00","15.00"
27703,"COLGATE D.MAC. 75 ML PRO-RE.BYZ.*12*","COLGATE","KOZMETIK","AGIZ BAKIM","6","197.40","2019-02-22 08:32:09","2019-02-22 08:32:09","32.90","32.90","32.90"
12182,"MUZIKLI KALPLI PELUS AYI 37 CM","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","3","218.25","2019-10-16 20:50:12","2019-10-16 20:50:12","72.75","72.75","72.75"
22291,"PINAR SUT 6 LI KIDO MUZLU","PINAR","KAHVALTILIK","SUT-YOGURT-PEYNIR","8","55.60","2019-02-26 08:10:13","2019-04-30 12:09:38","6.95","6.95","6.95"
18868,"VOILA NANO SAC BOYASI 3/65","VOILA","KOZMETIK","SAC BAKIM","6","47.40","2019-06-04 08:58:43","2019-06-04 08:58:43","7.90","7.90","7.90"
17330,"PENTI BAYAN THERMAL TAYT 500-2","PENTI","EV","TEKSTIL-GIYIM-AKSESUAR","2","37.50","2019-01-04 12:36:00","2019-01-04 12:36:00","18.75","18.75","18.75"
2236,"GARNIER S.NAT BB EYE ROLL ON T7ML TR MEDIU","GARNIER","KOZMETIK","KISISEL BAKIM","2","35.04","2019-05-15 16:40:39","2019-05-15 16:40:39","17.52","17.52","17.52"
27731,"GEZER 7528 LORIS TERLIK MERDANE *6*","GEZER","EV","TEKSTIL-GIYIM-AKSESUAR","9","206.10","2019-11-02 08:24:21","2019-11-02 08:24:21","22.90","22.90","22.90"
25420,"KOZA KEKIK *36*","KOZA","SOGUK ICECEKLER","GAZSIZ ICECEK","6","16.20","2019-04-24 17:28:17","2019-04-24 17:28:17","2.70","2.70","2.70"
5866,"GLASSCO 14350 HILAL SUTLAC KASE","GLASSCO","EV","MUTFAK GERECLERI","7","4032.00","2019-02-13 17:28:17","2019-02-13 17:28:17","576.00","576.00","576.00"
23525,"OYUNCAK SURTMELI JIP","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","10","49.00","2019-06-10 16:14:55","2019-06-10 16:14:55","4.90","4.90","4.90"
11966,"KIRTA.TICON YUVARLAK KALEMTRAS","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","11","13.20","2019-04-05 21:58:38","2019-04-26 08:44:31","1.20","1.20","1.20"
7210,"WEE 109 SILIKON DAM.EMZIK NO3 KARTELA","WEE","BEBEK","BEBE MALZEMELERI","3","28.80","2019-08-01 19:14:16","2019-08-01 19:14:16","9.60","9.60","9.60"
8184,"CANTAMDA DIYET","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","7","41.30","2019-04-18 13:34:32","2019-04-18 13:34:32","5.90","5.90","5.90"
12483,"OYUNCAK KT. PILLI DINAZOR","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","7","510.65","2019-10-23 08:24:21","2019-10-23 08:24:21","72.95","72.95","72.95"
1366,"JUDY MOODY GELECEGI GORUYOR","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","1","3.90","2019-08-26 21:08:20","2019-08-26 21:08:20","3.90","3.90","3.90"
5270,"CALVE MAYONEZ 250 GR *12*","CALVE","GIDA","HAZIR YEMEK-KONSERVE-SALCA","4","11.52","2019-05-15 08:01:06","2019-05-15 08:01:06","2.88","2.88","2.88"
27323,"AVANT KALEM UCU 0,5 mm","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","4","5.00","2019-09-19 14:21:25","2019-09-19 14:21:25","1.25","1.25","1.25"
17414,"DEO JAGLER BAY STORM 150 ML","JAGLER","KOZMETIK","PARFUM-DEODORANT","1","10.75","2019-07-01 08:20:46","2019-07-01 08:20:46","10.75","10.75","10.75"
2453,"IPANA D.MAC.100+100 ML K.A.BAK. GUC.FER *12*","IPANA","KOZMETIK","AGIZ BAKIM","2","25.20","2019-02-08 12:08:03","2019-02-08 12:08:03","12.60","12.60","12.60"
11323,"SERVE BOLD 0,7 VERSATIL KALEM","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","5","6.00","2019-07-21 08:18:28","2019-07-21 08:18:28","1.20","1.20","1.20"
25714,"BIZIM MISIROZU 5 LT.PET *4*","BIZIM","GIDA","SIVI YAG","5","198.75","2019-09-22 08:15:27","2019-09-22 08:15:27","39.75","39.75","39.75"
7031,"KUTULU EDANUR PUSETLI BEBEK","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","6","323.40","2019-11-23 17:18:34","2019-11-23 17:18:34","53.90","53.90","53.90"
26386,"KIZILAY MADEN SUYU EXTRA LIMONLU 250 CC","KIZILAY","SOGUK ICECEKLER","GAZLI ICECEK","1","1.30","2019-01-20 08:03:46","2019-01-20 08:03:46","1.30","1.30","1.30"
23057,"KARLIDAG YOGURT 450 GR SUZME","KARLIDAG","KAHVALTILIK","SUT-YOGURT-PEYNIR","9","72.90","2019-12-13 08:21:35","2019-12-13 08:21:35","8.10","8.10","8.10"
26109,"COCUK KALBI / SIS","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","7","41.30","2019-01-09 08:36:47","2019-01-09 08:36:47","5.90","5.90","5.90"
17009,"LIPTON-FORM PLUS KIRAZ SAPLI 40 GR*12*","LIPTON","CAY-KAHVE-SEKER","GAZSIZ ICECEK","10","69.00","2019-07-16 08:31:26","2019-07-16 08:31:26","6.90","6.90","6.90"
16581,"SARF KAGIT CANTA BUYUK *300*","SARF","SARF","SARF","16","48.64","2019-05-12 11:34:39","2019-09-09 21:58:38","3.04","3.04","3.04"
23783,"GEZER 7654.02 GONDOL MERDANE","GEZER","EV","TEKSTIL-GIYIM-AKSESUAR","4","34.08","2019-07-10 18:05:56","2019-07-10 18:05:56","8.52","8.52","8.52"
21640,"PATATES- 2","PATLICAN","SEBZE","MALATYA MANAV","10","16.00","2019-03-13 13:22:37","2019-03-13 13:22:37","1.60","1.60","1.60"
17955,"MOPAK A4 100 YAPRAK KARELI DEFTER","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","2","3024.00","2019-10-30 16:43:00","2019-10-30 16:43:00","1512.00","1512.00","1512.00"
21377,"SIRMA TEREYAGI 850 GR TUZLU","SIRMA","KAHVALTILIK","TEREYAG-MARGARIN","14","626.50","2019-09-24 09:00:54","2019-11-06 21:58:38","44.75","44.75","44.75"
13257,"CAYKUR ALTINBAS DEMLIK POSET 200 GR*16*","CAYKUR","CAY-KAHVE-SEKER","GAZSIZ ICECEK","5","59.75","2019-01-05 08:14:55","2019-01-05 08:14:55","11.95","11.95","11.95"
11976,"HAYAT SU 19 LT","HAYAT","SOGUK ICECEKLER","GAZSIZ ICECEK","14","132216.00","2019-03-23 08:15:27","2019-11-14 08:04:47","9444.00","9444.00","9444.00"
4246,"CANEM FARMER HAYVANLAR","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","2","2.40","2019-09-20 12:26:50","2019-09-20 12:26:50","1.20","1.20","1.20"
4458,"ETI D.PAYKEK MOZ.30 GR*36*","ETI","GIDA","BISKUVI-CEREZ","7","1596.00","2019-11-08 16:23:25","2019-11-08 16:23:25","228.00","228.00","228.00"
17918,"P.BA.10424 RENKLI PAELLA BOL KASE","PASA BAHCE","EV","MUTFAK GERECLERI","1","10.32","2019-07-06 12:38:57","2019-07-06 12:38:57","10.32","10.32","10.32"
20646,"PINAR SUCUK 180 SOLEN EKO PK*10*","PINAR","ET","ISLENMIS ET","4","51.40","2019-01-20 08:46:41","2019-01-20 08:46:41","12.85","12.85","12.85"
4250,"MILAN TRI KALEMTRAS+SILGI","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","6","7.20","2019-08-09 19:11:34","2019-08-09 19:11:34","1.20","1.20","1.20"
26809,"FABER STICK YAPISTIRICI 10GR*24","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","15","44.25","2019-01-15 09:37:53","2019-06-10 08:17:25","2.95","2.95","2.95"
24530,"MESTON NERGIS BANK","KARO","KARO","KARO","10","350.00","2019-06-12 13:54:07","2019-12-20 21:20:20","35.00","35.00","35.00"
893,"ELB.DOMATES CERI","DOMATES","SEBZE","ELBISTAN MANAV","1","6.95","2019-10-21 19:16:19","2019-10-21 19:16:19","6.95","6.95","6.95"
10962,"NEM DENGESI KARMA/YAGLI (Yesil)","GARNIER","KOZMETIK","KISISEL BAKIM","4","70368.00","2019-11-16 09:13:39","2019-11-16 09:13:39","17592.00","17592.00","17592.00"
21600,"OYUNCAK FUTBOL TOPU","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","10","139.00","2019-06-22 08:43:49","2019-06-22 08:43:49","13.90","13.90","13.90"
6436,"PREMIER 6320 TOST MAKINASI","PREMIER","EV","ELEKTRIK-ELEKTRONIK","7","598.50","2019-04-13 08:57:29","2019-04-13 08:57:29","85.50","85.50","85.50"
10938,"FAIRY SARI BUL.MAK.KAPSUL 100 LU *2*","FAIRY","DETERJAN","BULASIK YIKAMA","9","782.10","2019-03-16 13:03:51","2019-03-16 13:03:51","86.90","86.90","86.90"
24136,"KOZA KOKTEYL PAKET *24*","KOZA","SOGUK ICECEKLER","GAZSIZ ICECEK","8","52992.00","2019-05-28 13:27:27","2019-12-12 08:58:25","6624.00","6624.00","6624.00"
13445,"FABER ASETAT KALEM KIR.M","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","8","9.60","2019-08-25 11:42:56","2019-08-25 11:42:56","1.20","1.20","1.20"
9035,"KNORR YORESEL VALIDE SULTAN COR 85 GR*48*","KNORR","GIDA","CORBA-BULYON","6","35.70","2019-02-01 09:21:56","2019-02-01 09:21:56","5.95","5.95","5.95"
11503,"ARIEL FEBR.ETK.1,2 KG PARL.RENKL.*12*","ARIEL","DETERJAN","CAMASIR YIKAMA","4","75.60","2019-01-02 08:22:46","2019-01-02 08:22:46","18.90","18.90","18.90"
26504,"24 CANT UMIT BISIKLET","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","2","299.00","2019-08-05 08:34:42","2019-08-05 08:34:42","149.50","149.50","149.50"
1057,"BANVIT TABAKLI PIRZOLA SOSLU","BANVIT","KUMES","PILIC","4","68.00","2019-11-19 13:01:24","2019-11-19 13:01:24","17.00","17.00","17.00"
22416,"HARIBO 60 GR CHOCS CILEK *12*","HARIBO","SEKERLEME","SAKIZ-SEKERLEME","7","22.75","2019-12-19 18:47:02","2019-12-19 18:47:02","3.25","3.25","3.25"
26839,"NERGIS COK AMACLI UN 5 KG *4*","NERGIS","GIDA","UNLU MAMUL-TATLI","4","39.80","2019-07-11 08:24:21","2019-07-11 08:24:21","9.95","9.95","9.95"
21314,"WEE 901 EMZIK ASKISI","WEE","BEBEK","BEBE MALZEMELERI","9","74.25","2019-04-26 09:59:11","2019-04-26 09:59:11","8.25","8.25","8.25"
13099,"AVCI TUFEK SET","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","4","4.80","2019-11-14 13:16:07","2019-11-14 13:16:07","1.20","1.20","1.20"
5803,"TURKUAZ 210 YP.6+1 PP KAPAK SPR.","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","8","23424.00","2019-09-16 09:21:56","2019-09-16 09:21:56","2928.00","2928.00","2928.00"
11072,"PRT.UDAG WA0026 ALTILI CEREZLIK","UDAG","EV","MUTFAK GERECLERI","1","8.45","2019-06-11 21:09:50","2019-06-11 21:09:50","8.45","8.45","8.45"
16491,"TORKU BORDO ACISIZ SALGAM SUYU 330 GR","TORKU","SOGUK ICECEKLER","GAZSIZ ICECEK","10","15.00","2019-10-29 18:35:43","2019-10-29 18:35:43","1.50","1.50","1.50"
24051,"ICIM TEREYAGI 250 GR *16*","ICIM","KAHVALTILIK","TEREYAG-MARGARIN","10","176.00","2019-07-09 11:34:39","2019-07-09 11:34:39","17.60","17.60","17.60"
21654,"GEZER TERLIK ZENNE TRASLI 6520000","GEZER","EV","TEKSTIL-GIYIM-AKSESUAR","10","67560.00","2019-08-20 11:19:10","2019-08-20 11:19:10","6756.00","6756.00","6756.00"
19951,"HAYVAN 6600 SESLI ORG","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","5","661016940.00","2019-05-25 08:57:10","2019-05-25 08:57:10","132203388.00","132203388.00","132203388.00"
8480,"GEZER KETTEN KIZ PATİK GA2YPM.01848.00","GEZER","EV","TEKSTIL-GIYIM-AKSESUAR","8","179.92","2019-10-13 16:17:44","2019-10-13 16:17:44","22.49","22.49","22.49"
27082,"CEM 24 NO YUMURTA TAVA","CEM","EV","MUTFAK GERECLERI","10","419.00","2019-07-17 19:07:52","2019-07-17 19:07:52","41.90","41.90","41.90"
19735,"BERRAK 1501 COCUK ATLET 6","BERRAK","BEBEK","TEKSTIL-GIYIM-AKSESUAR","8","18624.00","2019-11-06 16:17:44","2019-11-06 16:17:44","2328.00","2328.00","2328.00"
25568,"YUMOS 1440 ML EXT.SENS.LILY.LOTUS.CIC*9*","YUMOS","DETERJAN","CAMASIR YIKAMA","6","119.40","2019-06-11 18:16:26","2019-06-11 18:16:26","19.90","19.90","19.90"
6066,"CARTE D'OR PUD.KAKAO+MUZ 2 Lİ*12*","CARTE D OR","GIDA","UNLU MAMUL-TATLI","6","16.92","2019-01-05 21:19:27","2019-01-05 21:19:27","2.82","2.82","2.82"
11663,"VIVIDENT BOX DAMLA SAKIZ ARO.*20*","VIVIDENT","SEKERLEME","SAKIZ-SEKERLEME","6","12096.00","2019-06-27 19:07:52","2019-06-27 19:07:52","2016.00","2016.00","2016.00"
2647,"KRISTAL Z.YAGI RIV. 500 ML.TNK.*20*","KRISTAL","GIDA","SIVI YAG","3","34956.00","2019-02-03 18:35:43","2019-02-03 18:35:43","11652.00","11652.00","11652.00"
12022,"EDDING TAHTA KLM. MUREKKEBI","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","8","9.60","2019-11-05 16:40:39","2019-11-05 16:40:39","1.20","1.20","1.20"
27635,"PROXI YUZEY TEM.1 LT YAB.GULU *12*","PROXI","DETERJAN","EV TEMIZLEYICILER","19","61.75","2019-03-24 12:38:35","2019-12-18 16:20:27","3.25","3.25","3.25"
6907,"ULKER 1271-3 HOBBY FIN.BAR 22 GR *144*","ULKER","SEKERLEME","CIKOLATA-GOFRET","3","2.25","2019-09-17 20:37:19","2019-09-17 20:37:19","0.75","0.75","0.75"
25853,"GUNAYDIN SIZIM","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","8","120.00","2019-08-11 08:49:47","2019-08-11 08:49:47","15.00","15.00","15.00"
8040,"TITIZ TP-180 FIRCALI CAMSIL","TITIZ","DETERJAN","EV TEMIZLEYICILER","6","46.80","2019-06-20 20:17:14","2019-06-20 20:17:14","7.80","7.80","7.80"
21486,"SALON S.S. 2 LT NAR *8*","SALON","KOZMETIK","DUS-BANYO","5","56760.00","2019-08-14 11:42:56","2019-08-14 11:42:56","11352.00","11352.00","11352.00"
14696,"NERGIS TEREYAGI TUZSUZ RULO 1 KG","NERGIS","KAHVALTILIK","TEREYAG-MARGARIN","2","95.90","2019-01-17 08:30:14","2019-01-17 08:30:14","47.95","47.95","47.95"
19591,"IGLO PILIC KOFTE 300GR *10*","IGLO","GIDA","DONUK URUNLER","7","86.94","2019-02-01 21:41:26","2019-02-01 21:41:26","12.42","12.42","12.42"
3058,"SOLO PECETE MINI 50'LI *36*","SOLO","KAGIT","MENDIL-PECETELER","9","17.91","2019-02-03 17:10:49","2019-02-03 17:10:49","1.99","1.99","1.99"
3175,"PRF.CALDION BAYAN SET","CALDION","KOZMETIK","PARFUM-DEODORANT","8","500.00","2019-11-01 11:19:10","2019-11-19 08:57:10","62.50","62.50","62.50"
11145,"CIPSO SUPER BOY KIRMIZI BIB.100 GR","CIPSO","GIDA","BISKUVI-CEREZ","9","20304.00","2019-09-23 17:10:49","2019-09-23 17:10:49","2256.00","2256.00","2256.00"
27216,"CALCENE PELIN SERISI","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","6","35.40","2019-09-08 12:09:38","2019-09-08 12:09:38","5.90","5.90","5.90"
27405,"41 YASIN BILGISAYAR HATLI TURKCE OKUNUSLU RAHLE BOY","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","6","35.40","2019-10-08 09:56:48","2019-11-26 08:40:33","5.90","5.90","5.90"
19682,"ALCAN YUFKA KG","ALCAN","KAHVALTILIK","UNLU MAMULLER","10","32.40","2019-06-22 08:34:02","2019-06-22 08:34:02","3.24","3.24","3.24"
2982,"DALIN KIDS SAMP.CILEK 300 ML*24*","DALIN","BEBEK","BEBE MALZEMELERI","6","77.40","2019-12-26 20:31:27","2019-12-26 20:31:27","12.90","12.90","12.90"
118,"BIBER SIVRI KIL","BIBER","SEBZE","MALATYA MANAV","1","5.20","2019-07-16 08:12:37","2019-07-16 08:12:37","5.20","5.20","5.20"
7699,"HB.LF 031176 3 NO SEF.YUV. BAD.","BOBBY LIFE","TEMIZLIK","EV GERECLERI","8","44.00","2019-03-27 16:23:25","2019-03-27 16:23:25","5.50","5.50","5.50"
19547,"HAPPY RABBIT 150 PRC","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","9","98.10","2019-06-29 18:50:39","2019-06-29 18:50:39","10.90","10.90","10.90"
14657,"SARF (SHD) TOPAK TEREYAGI STREC","SARF","SARF","SARF","7","1.33","2019-02-16 08:40:33","2019-02-16 08:40:33","0.19","0.19","0.19"
25820,"EN GUZEL KARADENIZ FIKRALARI","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","4","14.00","2019-07-07 14:21:25","2019-07-07 14:21:25","3.50","3.50","3.50"
9059,"PIKNIK 279-P 2NO KARE SAKL.KABI","PIKNIK","EV","MUTFAK GERECLERI","10","49560.00","2019-05-27 13:27:27","2019-05-27 13:27:27","4956.00","4956.00","4956.00"
24848,"ALGIDA MARAS SADE CIK.SE PROMO 500 ML*6*","ALGIDA","SUT","DONDURMA-SUTLU TATLI","9","121.50","2019-10-04 18:47:02","2019-10-04 18:47:02","13.50","13.50","13.50"
24107,"KOMILI YUVAM T.K.32 LI *3*","KOMILI","KAGIT","KAGIT URUNLER","10","339.00","2019-07-14 15:27:43","2019-07-14 15:27:43","33.90","33.90","33.90"
5208,"WINX OKUL CANTASI 63265","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","4","190.00","2019-07-29 08:04:50","2019-07-29 08:04:50","47.50","47.50","47.50"
26264,"PRONTO AHSAP YER CILASI 750 ML","PRONTO","DETERJAN","EV TEMIZLEYICILER","7","73164.00","2019-03-12 08:40:37","2019-03-12 08:40:37","10452.00","10452.00","10452.00"
20104,"MEYVE SEBZE SETI KESILEN","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","10","312.50","2019-02-02 09:37:53","2019-02-02 09:37:53","31.25","31.25","31.25"
27588,"OYUNCAK YUVARLAK MASA","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","10","154.90","2019-02-24 15:09:28","2019-02-24 15:09:28","15.49","15.49","15.49"
13107,"CANEM PIRATES KORSAN","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","1","5.20","2019-10-30 16:43:00","2019-10-30 16:43:00","5.20","5.20","5.20"
13654,"ZEBRA DRAFIX 0,7 VERSATIL KALEM","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","3","3.60","2019-09-11 08:27:11","2019-09-11 08:27:11","1.20","1.20","1.20"
14443,"NIVEA LIP VANILYA","NIVEA","KOZMETIK","YUZ BAKIM","2","23.80","2019-08-29 13:34:29","2019-08-29 13:34:29","11.90","11.90","11.90"
14401,"CAILLOU ETKINLIKLER","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","2","4.80","2019-10-31 08:17:07","2019-10-31 08:17:07","2.40","2.40","2.40"
22668,"CHE GUEVERA / PANAMA","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","7","46.20","2019-05-01 14:37:44","2019-05-01 14:37:44","6.60","6.60","6.60"
21896,"TICON FINEWRITER KALEM 0,4","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","3","6.00","2019-10-20 08:14:22","2019-10-20 08:14:22","2.00","2.00","2.00"
27769,"PENTI FABIAN KULOTLU COCUK CORAP 2-3","PENTI","BEBEK","IC GIYIM","5","39.50","2019-08-26 10:33:18","2019-08-26 10:33:18","7.90","7.90","7.90"
15411,"OYUNCAK KART.WALKIE TOLKIE 2 LI TELSIZ","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","6","251.40","2019-12-02 08:40:33","2019-12-02 08:40:33","41.90","41.90","41.90"
22967,"IMPARATORLAR ADASI","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","9","36.72","2019-04-25 16:47:37","2019-04-25 16:47:37","4.08","4.08","4.08"
5876,"DOGANAY LIMON SUYU 1 LT NARE *12*","DOGANAY","GIDA","HAZIR YEMEK-KONSERVE-SALCA","6","45.60","2019-01-19 08:01:06","2019-01-19 08:01:06","7.60","7.60","7.60"
